word,tag,degree,page_rank
body,N,57,0.00018555672722443117
bridge,N,297,0.0008685259223839991
calendar,N,3,6.345872513894058e-05
call,N,132,0.0003120607248608158
campaign,N,125,0.0003195399861357105
capable,A,30,0.00013144233656669577
capacity,N,16,9.1227564976085e-05
car,N,92,0.0003651848551013391
certain,A,14,8.403665896532045e-05
chair,N,28,0.00012425914154191498
charge,N,21,0.00010962274858837984
choose,V,47,0.0001823333707803946
civilization,N,134,0.0003623674526139897
colleague,N,67,0.00023873368963227108
collectively,R,83,0.00024220132269281135
commend,V,28,0.00012425914154191498
commit,V,70,0.00021867181906848565
common,N,116,0.0002987846248706691
concern,N,257,0.0006260702978572139
condition,N,36,0.00017137381506106313
consider,V,9,0.00010039587385680929
consultation,N,34,0.00013124744387752786
council,N,66,0.0002811518204493723
couple,N,20,0.00011058674165771708
courage,N,25,0.0001236359009071456
course,N,144,0.00040012326782432896
crazy,A,19,0.00011351309728859153
critic,N,18,0.00010208342084220751
criticize,V,28,0.00011360888183175536
current,A,151,0.00039508651593268016
currently,R,124,0.0003917182111686079
dark,A,43,0.0001527526852182971
daughter,N,77,0.00021527563643857783
dead,A,30,0.00014078936743644495
debate,N,261,0.0006357979018585951
decade,N,142,0.00036757822525207017
decision,N,139,0.0003902341842529058
deck,N,23,0.00013234328371164087
deeply,R,119,0.00032716805011380153
defence,N,17,9.876790262375757e-05
delighted,A,57,0.0001603625549484953
deliver,V,102,0.0002811168569035457
demand,N,184,0.0004881506354840609
demonstration,N,120,0.000297558772686897
describe,V,37,0.00015118984016135778
deserve,V,173,0.0004571442378440659
desperately,R,17,0.00010167725091157885
destroyed,A,11,9.82643637839944e-05
dire,A,16,9.558917352914298e-05
direct,A,125,0.00032965180910515725
disruptive,A,36,0.00014188564887953047
dont,V,28,0.00011899586244913627
double,V,12,0.0001006957720647716
dozen,N,39,0.00014581051587857474
draw,V,54,0.00017629771588737755
early,A,67,0.00022435247856824174
earth,N,69,0.0002769151340897046
educate,V,30,0.00011309910046977556
elder,N,60,0.00019541496292886518
elephant,N,73,0.0002396753847971908
eloquently,R,51,0.00016053535107552277
emission,N,513,0.0013122891874227972
emphatically,R,85,0.0002290960524132278
endangered,A,34,0.00013124744387752786
engage,V,13,8.937519551576715e-05
entirely,R,18,9.448159577249589e-05
episode,N,20,0.00010136406391237724
equipment,N,34,0.00012986219569395267
event,N,338,0.0008568461317649128
everyday,N,59,0.00017709709020957042
eviction,N,9,0.00010039587385680929
explain,V,64,0.0002205147023103973
extreme,N,9,0.00010039587385680929
family,N,103,0.0002984708394807334
far,R,96,0.00028961671630431613
fascinating,A,13,9.507780141114719e-05
fast,A,45,0.0001641893283302085
fate,N,13,8.025342331060789e-05
fence,N,7,7.063030801917738e-05
field,N,11,9.82643637839944e-05
fighter,N,26,0.0001059428744711032
fill,V,35,0.00021397468564009206
film,N,157,0.00036604300721584655
first,A,230,0.0005825058193380064
fix,V,86,0.0002599029501742607
folk,N,111,0.00033473789189590375
foot,N,45,0.00019650064352513358
football,N,114,0.000285105554988439
forceful,A,68,0.00019382131522064627
full-scale,A,19,9.461507196644448e-05
funding,N,48,0.00017526769981147567
galvanized,A,20,9.94650425112091e-05
gas,N,163,0.0005330714719586088
general,A,12,8.417117473465344e-05
genuinely,R,22,9.956477749223282e-05
glass,N,32,0.00016569502115159186
globe,N,191,0.00042282894847621097
glue,N,19,0.0001135130972885915
glue,V,25,0.00015060396859911858
goat,N,8,8.786156249166772e-05
grateful,A,17,0.00010167725091157885
green,N,26,0.0001103155356391835
grownup,N,16,8.721305126441412e-05
guardian,N,20,9.94650425112091e-05
happy,A,56,0.00018955890480241479
heavy,A,34,0.00012986219569395264
high,A,68,0.00026010863376375735
hit,V,62,0.0001783533983604185
hold,V,191,0.0006174879391005182
host,V,35,0.00013863154952707113
human,N,48,0.00017602107165527202
hypocrisy,N,19,9.7496407905553e-05
idea,N,72,0.0002656261441208531
ignore,V,55,0.0001891919348456672
immediate,A,182,0.0004015821813682052
impact,V,46,0.0001568157802616759
impossible,A,38,0.00014891745295981862
impress,V,18,0.00010208342084220751
inconvenience,N,79,0.00023892063163013632
increase,V,41,0.0001462611676312119
incredible,A,111,0.0003121821138223952
indefinite,A,12,0.0001006957720647716
indigenous,A,10,8.053032927846662e-05
indisputable,A,9,0.00010039587385680929
individual,A,43,0.00017615842967891695
individually,R,9,7.375054302824637e-05
industry,N,119,0.00045185370963616976
info,N,72,0.0002075934547607131
inform,V,35,0.000139580167563448
initiate,V,43,0.00014129358284287804
initiative,N,76,0.00027017884978616585
inspiring,A,139,0.00036620909492864675
institute,N,12,0.0001006957720647716
involve,V,150,0.00040841058628128166
irreversible,A,134,0.0003092657339047429
job,N,266,0.0006881803832581464
kingdom,N,15,8.822944034703208e-05
large,A,471,0.0009345531088607456
least,A,33,0.00014266856845232578
less,A,187,0.000482215510059614
level,N,170,0.0004973191654343976
life-denying,N,349,0.0006624675254273932
life-support,N,17,9.876790262375757e-05
like,V,104,0.0002911227741982903
list,N,175,0.00044388053355419406
little,A,237,0.0006213730903280821
local,A,235,0.0005923075190815536
love,V,84,0.00025993167690915945
marker,N,13,9.507780141114719e-05
matter,N,55,0.00017044751865433547
meaningful,A,70,0.00018893793652554247
member,N,136,0.0003800529985072448
merely,R,18,9.448159577249589e-05
million,N,164,0.0004995660306387707
misguided,A,28,0.00011360888183175536
mobilisation,N,68,0.00019382131522064627
momentum,N,50,0.00018050476080541834
moral,N,19,9.792962533543153e-05
mother,N,61,0.0002185417631287014
mountain,N,10,8.053032927846662e-05
move,V,237,0.000569305972905372
music,N,95,0.0003025449619886734
naked,A,18,0.00010732079548685076
name,N,54,0.00017150664581961454
nation,N,66,0.00020689250861822108
negotiable,A,8,7.222916678714643e-05
next,A,142,0.0004067258742196271
non-violent,A,53,0.0001802249854788161
nonviolent,A,17,9.876790262375757e-05
nudge,N,13,9.507780141114719e-05
number,N,1312,0.0022817339209590566
offer,V,42,0.00015170166583342438
often,R,76,0.00021994735387154913
optimistic,A,100,0.00023572844875599408
organise,V,129,0.0003559391012491266
organize,V,221,0.0004994981222420746
ourselves,O,74,0.0002478023108445764
overthrow,V,349,0.0006624675254273932
paralysis,N,17,0.00010167725091157885
passionate,A,9,7.401736062971555e-05
passive,A,22,0.0001204249572597638
person,N,83,0.00025949865984306917
personal,A,45,0.00020083949543573076
pint,N,16,9.821566126616666e-05
play,V,141,0.0004026057310872126
police,N,236,0.0005941627130662114
politically,R,34,0.00012401906183675328
pollution,N,1787,0.002385661659908674
prepare,V,144,0.0003470508808318563
presentation,N,9,7.262715929509569e-05
president,N,49,0.00015282503170225233
prevent,V,45,0.00016300126764595132
problem,N,122,0.00035963116972815656
profoundly,R,15,8.540807869583727e-05
promise,V,12,0.0001006957720647716
prove,V,243,0.0005263610133831476
public,A,32,0.0001610273901108871
publish,V,547,0.0010049869935314156
pull,V,118,0.00029264519280673186
pupil,N,48,0.00014909209291526563
push,V,69,0.00021126807611492805
queue,V,12,8.370078671968717e-05
quick,A,26,0.0001059428744711032
rapid,A,68,0.00019382131522064627
rather,R,304,0.0007482185525230732
reach,V,110,0.0003142118833028948
reassure,V,16,8.676895161608605e-05
record,V,316,0.0006099932076721788
recruit,V,8,8.786156249166772e-05
recycling,N,40,0.00014908507904467334
refer,V,20,9.455572218366326e-05
register,V,373,0.0007156944804467161
reinvigorate,V,17,8.95130760348202e-05
remind,V,253,0.0005834095215036046
reply,V,12,8.417117473465344e-05
representative,N,26,0.00012137774173925789
resource,N,66,0.00020035853144674732
respond,V,128,0.00032615721556675107
review,N,36,0.00013505988416826642
root,N,13,9.507780141114719e-05
rt,V,194,0.00045722057055400204
safe,A,112,0.00027925927976683846
salute,V,17,0.00010167725091157885
sea,N,224,0.0005483607957800258
severity,N,24,0.00010589460199228325
share,V,189,0.000511258913173417
short,A,126,0.00029328182815679824
sign,V,250,0.0006436411863631944
sit-in,N,24,0.0001327390104459599
situation,N,110,0.00028043986216969957
skip,V,231,0.0004985931462240176
socialist,A,18,0.00010208342084220751
solution,N,1039,0.0018814315692022936
son,N,57,0.00017975495150341378
spark,V,41,0.00019900821647577966
speach,N,28,0.00011207850560210076
speak,V,265,0.0006378832606531696
specifically,R,18,0.00010208342084220751
staff,N,40,0.00014049226810816147
state-level,A,15,9.299777654509112e-05
statement,N,134,0.00039275688643053273
stay,V,104,0.0003200518529322272
steer,V,19,9.498505762511281e-05
step,N,203,0.0005358118083293006
sticker,N,40,0.0001617168498200299
stop,V,977,0.00217702504575206
story,N,244,0.0006360727831886412
strength,N,50,0.00017533852745878526
stress,V,24,0.00011296389416895943
struggle,N,359,0.0006899906254616173
stunning,A,33,0.00013198770859104545
summit,N,25,0.00014758415222360173
support,N,282,0.000699089696564074
surround,V,34,0.00012986219569395264
swarm,V,26,0.0001525163366784893
sweep,V,15,9.299777654509112e-05
table,V,26,0.00011213108355144833
talk,N,11,9.82643637839944e-05
tank,N,19,0.0001135130972885915
target,N,106,0.0003110919123491326
team,N,59,0.000197017218238976
tear,N,60,0.0001983975296830686
teenager,N,32,0.0001182263740224342
timelapse,N,5,6.636693508451382e-05
tiny,A,78,0.0002354348319779544
tire,N,19,0.0001135130972885915
traffic,N,117,0.0004299504009688617
treasure,N,12,7.990942725304979e-05
tremble,V,18,0.00010208342084220751
true,A,123,0.0003780743877855886
try,V,242,0.0006005297961462403
un-fuck,V,6,6.801664740590435e-05
undeniable,A,14,8.58682963259427e-05
understand,V,256,0.0006233078577715379
upcoming,A,11,9.549338839583496e-05
urge,V,79,0.000247144341668268
valuable,A,98,0.0002406925066296576
value,N,64,0.0002057121180139977
vehicle,N,75,0.00024462983611935643
venue,N,24,0.00011967829699608773
violent,A,6,7.23526525666117e-05
voter,N,49,0.00016310478765851606
wait,V,104,0.000279461531401162
war,N,52,0.00021052758324269715
windshield,N,19,0.0001135130972885915
work,N,334,0.0008265878179761186
worldwide,A,80,0.00028832545986619653
yell,V,18,9.448159577249589e-05
yourself,O,53,0.00019982772544002096
bail,V,12,9.475645930026713e-05
beleaguered,A,12,9.475645930026713e-05
create,V,144,0.00041256408776348087
mood,N,21,0.00012029054406661831
public,N,12,9.475645930026713e-05
worsen,V,24,0.00013461478586874247
activism,N,104,0.000323835054602362
buddy,N,3,8.663509293995459e-05
bulb,N,3,8.663509293995459e-05
busy,A,34,0.00013906460233670164
closely,R,20,0.00012579220907549626
context,N,37,0.00015049616794453682
exist,V,48,0.0001562263532633526
fantastic,A,69,0.0002503037913001046
imagine,V,103,0.0003088939654893329
oil,N,271,0.0008624288444449055
progress,N,48,0.00014364881741080654
question,N,71,0.0002388838502344313
secure,A,10,7.81707275746449e-05
skin,N,7,7.638428175451935e-05
visitor,N,19,9.43104218956565e-05
arrest,N,30,0.0001438548498249465
award,N,37,0.00014809404315953363
awesome,A,218,0.0004462418238993757
barricade,N,5,7.833361956043584e-05
become,V,466,0.0009938856427502147
bike,N,65,0.0002348953336502352
blockade,V,11,8.149267078815015e-05
blood,N,21,0.00011858763884142106
bussy,A,5,7.833361956043584e-05
camera,N,50,0.0001715896306966931
candidate,N,40,0.00014799132208692613
chorus,N,11,9.917703474294335e-05
climate-change,N,5,7.784171186704241e-05
comment,N,30,0.0001371575811188194
conference,N,39,0.00016384292761252136
crack,V,13,8.888074919606803e-05
culture,N,37,0.00014664081877504914
cut,N,19,0.00010103545409063063
deal,V,31,0.00011861682588828573
dedicate,V,27,0.0001170985149985705
demo,N,124,0.0003624013171683307
demonstrate,V,164,0.000382954469963985
dinner,N,30,0.0001295601890579871
dirty,A,27,0.00014015496182712614
discovery,N,23,0.00011841705656194309
dress,N,4,6.699584955077861e-05
drop,V,60,0.0002183410708928815
earlier,R,14,8.862217155352961e-05
educator,N,10,8.60661673693352e-05
fake,A,13,0.00013725403557067185
finance,N,7,8.827975346278579e-05
forst,A,6,7.128577411037246e-05
front,N,179,0.0004393468505090697
gallery,N,55,0.00017131519993999163
girl,N,392,0.0007669810067619284
greet,V,19,0.00010103545409063063
ground,N,11,9.917703474294335e-05
guy,N,74,0.00022423402952179912
harmony,N,11,9.917703474294335e-05
highlight,V,120,0.0003561084744126214
horn,N,19,0.00010103545409063063
image,N,38,0.0001673239181445097
include,V,138,0.0004634646663021999
incredibly,R,25,0.0001260591217164573
inspiration,N,97,0.0002467352839500749
kick,V,60,0.00021800725007592334
massacre,N,30,0.00011998009127615902
ministry,N,8,9.114947745519965e-05
mode,N,7,9.3483766555723e-05
movt,N,10,8.60661673693352e-05
museum,N,13,8.468081305603092e-05
office,N,129,0.00033263803088899254
perform,V,10,8.14957145925549e-05
pm,N,48,0.00019607946014285212
practice,N,49,0.00016487426344282498
preach,V,5,7.784171186704241e-05
production,N,7,8.827975346278579e-05
protester,N,171,0.0005532716668359667
red,A,28,0.00014339946853740318
reform,N,30,0.00011998009127615902
rest,N,75,0.00022997392552403747
room,N,55,0.00017131519993999163
shout,V,102,0.00029590949332560185
singer,N,11,9.917703474294335e-05
stage,N,29,0.00014191768601970852
step,V,52,0.0001882366027789018
surface,N,7,9.3483766555723e-05
survivor,N,30,0.00011998009127615902
third,A,40,0.0001778164601980617
thoughtful,A,35,0.00013314038920524154
tough,A,28,0.00012602009863111745
train,N,533,0.0009328913047376003
transport,N,72,0.00027974967945912615
understandably,R,19,0.00010103545409063063
unionist,N,10,8.60661673693352e-05
wall,N,7,9.3483766555723e-05
weep,V,4,6.494059952958366e-05
white,A,120,0.00029248827374166793
activity,N,48,0.00016351972446417603
adulthood,N,21,0.00010667615776497653
air,N,192,0.0005298190035839832
breath,N,21,0.00010667615776497653
drink,V,37,0.00015555526217398148
kind,N,87,0.00025740150114114555
noise,N,27,0.00011004636905459377
quality,N,32,0.00014143471984110845
survival,N,37,0.00016099803984858575
whole,A,1677,0.0021057600595810566
wildlife,N,124,0.00036941082246277744
actor,N,10,8.494521635585095e-05
answer,N,50,0.00018771884698728388
feminism,N,10,8.494521635585095e-05
woman,N,433,0.000930453962958846
actual,A,16,0.00010799167048283547
brake,N,16,0.00010799167048283547
hav,V,16,0.00010799167048283547
myth,N,25,0.00013818074992237
origin,N,20,0.0001188566992176792
thawing,N,16,0.00010799167048283547
unfortunately,R,27,0.00013771784987723438
banker,N,32,0.00017168755735691253
battle,N,37,0.00012962321589347
delusion,N,19,0.00010715773305146263
echo,N,19,0.00010715773305146263
inhabit,V,42,0.00015678590442589818
one,N,26,0.00011349658071427038
poor,A,35,0.0001549097375716998
professional,N,49,0.00016607305697082528
realize,V,19,0.00010715773305146263
rich,A,93,0.0003578771340772932
seriously,R,141,0.00037327534160947856
adani,N,9,8.681283358985957e-05
banana,N,9,8.681283358985957e-05
boy,N,92,0.00029217971245041203
cut,A,9,8.681283358985958e-05
adapt,V,63,0.0002150241133912899
commute,N,18,0.00011064819468098425
glad,A,21,9.472585290339801e-05
home,N,226,0.0006197562098434387
honestly,R,18,0.00011064819468098425
idle,V,18,0.00011064819468098425
jump,V,24,0.00011548341564846529
none,N,50,0.00020138705273347693
pot,N,26,0.0001424186280317689
scale,N,79,0.00025344352112650047
seem,V,247,0.0005938859738132212
taxi,N,28,0.00016255554899876829
architecture,N,30,0.0001400993308133911
performance,N,13,0.00010288970161191444
positivity,N,13,0.00010288970161191444
receive,V,13,0.00010288970161191444
regular,A,13,0.00010288970161191444
add,V,1695,0.002163496753701917
additional,A,1690,0.002136133165086333
advocate,N,17,8.89199279138076e-05
amplify,V,17,9.554294715871973e-05
arrogant,A,24,0.00013064216819203724
aspect,N,1667,0.0020843789328145886
author,N,78,0.0002531268471577905
bloke,N,11,9.146462660884278e-05
equity,N,1663,0.0020711587576989028
illustrator,N,83,0.00022772844489379383
interview,N,63,0.00023351144243511583
loop,N,1650,0.0020458180313002797
manage,V,11,9.146462660884278e-05
warming,N,1811,0.002434406155013001
writer,N,19,0.00018910368202305536
adder,N,12,0.00010603545064388452
beetle,N,12,0.00010603545064388452
branch,N,12,0.00010603545064388452
symbol,N,22,0.000136401497480002
vole,N,12,0.00010603545064388452
windfall,N,12,0.00010603545064388452
addition,N,79,0.0002658818436550008
bank,N,579,0.0010003736762248141
breakthrough,N,89,0.0002677395330610618
consult,V,77,0.0002471002234130482
documentary,N,36,0.00018393418225637776
foreign,A,11,0.0001059212697681536
intervention,N,68,0.00021181289017406052
language,N,11,0.0001059212697681536
mandate,N,68,0.00021181289017406052
reflect,V,90,0.0002741629434606595
rewrite,V,68,0.00021181289017406052
song,N,11,0.0001059212697681536
summarize,V,11,0.0001059212697681536
attached,A,18,9.076384237118946e-05
especially,R,25,0.0001137644763295524
poverty,N,11,8.077783737036775e-05
thread,N,164,0.0004078964425840503
address,N,12,7.805977881819909e-05
adoption,N,513,0.000849918320491119
agreement,N,1273,0.001986718167331305
assembly,N,80,0.00024897729264382405
end,N,133,0.0003394972496563625
extraction,N,17,9.413079103732497e-05
miss,V,737,0.0013031981602819932
provide,V,610,0.0010783709040580011
recommendation,N,821,0.0013244438309111433
renewable,A,134,0.0003828738150605254
seek,V,17,9.413079103732497e-05
attend,V,112,0.0003247298381076824
blow,N,12,8.447174274007558e-05
bravery,N,25,0.00010797949538536269
catastrophe,N,110,0.0003092007044164675
catch,V,40,0.00017590399383947563
chant,N,39,0.00013296781283351822
congratulate,V,18,9.287129573347505e-05
consciousness,N,28,0.00012408525391448963
count,N,17,9.025107420320712e-05
development,N,87,0.0002949188054474456
drive,N,25,0.00012714714259121142
emit,V,24,0.0001219808961802921
failure,N,96,0.0002470010080496356
fear,V,54,0.00015669605207928238
future,A,60,0.00017979852322672085
grown-ups,N,18,9.287129573347505e-05
guide,N,50,0.00014640227854451846
guideline,N,12,7.94758272883179e-05
honesty,N,22,9.564639063979525e-05
hubby,N,22,0.00010475691056982425
humanly,R,28,0.00011581887353305636
loud,A,69,0.00019312227341835268
maker,N,13,8.398116604298194e-05
monied,A,12,8.927813478947397e-05
owe,V,60,0.0001673186018372318
pave,V,44,0.0001422319027772069
plant,N,144,0.00038926410204136766
represent,V,125,0.00031792336669790925
risk,V,52,0.00016170153126685865
role,N,96,0.0003179681604716226
roll,V,76,0.0002303112027144249
selfishness,N,13,8.787436527390308e-05
shared,A,28,0.0001228781995250018
stupidity,N,12,8.447174274007556e-05
text,N,34,0.00014197754989869136
thought,N,55,0.00018003406921938004
undermine,V,22,0.00010475691056982425
visibility,N,22,0.00010475691056982425
willfully,R,12,8.927813478947397e-05
wrong,A,60,0.00017389128126426686
advise,V,24,0.00010244619609657194
adviser,N,10,7.612349877041447e-05
advisor,N,14,0.0001019025571748488
book,N,75,0.00023214964909613466
cop,N,14,0.0001019025571748488
headquarters,N,14,0.0001019025571748488
lawyer,N,42,0.00016213663521972476
advisory,N,13,0.00012246494865227818
board,N,13,0.00012246494865227818
fund,N,13,0.00012246494865227818
genie,N,13,0.00012246494865227818
invest,V,41,0.000203838768336656
investment,N,21,0.000145492303951684
occupied,A,13,0.00012246494865227818
territory,N,13,0.00012246494865227818
aerial,A,15,9.621873023789895e-05
boat,N,26,0.0001269526030100265
chaos,N,41,0.00016561137028310366
pink,A,15,9.621873023789895e-05
view,N,341,0.0006785889240272455
affect,V,15,0.00012108944923062956
dairy,N,6,8.899325715236777e-05
ice,N,236,0.0005239541970030428
previously,R,9,7.654781145346358e-05
afford,V,6,7.810621987394984e-05
con,N,6,7.810621987394984e-05
alarmist,A,13,8.566473143463584e-05
enough,A,13,8.566473143463584e-05
panel,N,713,0.0013049428721598868
afternoon,N,8,8.702459510389593e-05
atmosphere,N,34,0.0001531702657516268
log,V,4,7.199486054508073e-05
bloody,A,24,0.00012085246423345635
bunch,N,54,0.00019854784512863662
damned,A,24,0.00012085246423345635
drama,N,24,0.00012085246423345635
hysteria,N,24,0.00012085246423345635
mate,N,264,0.0005103519353422273
nobody,N,24,0.00012085246423345635
ought,V,24,0.00012085246423345635
press,V,37,0.00014200932031190877
space,N,28,0.00014469078494874053
waste,N,72,0.000258306173108009
agency,N,18,0.00011283232123616028
interesting,A,48,0.0001954877557269251
tidings,N,10,8.134930439006647e-05
tonne,N,8,8.132709560447758e-05
blow,V,50,0.00018355383586721882
everything,N,376,0.0008865368495378124
foot-dragging,N,8,7.591377758979762e-05
ours,O,34,0.00013237884192401938
several,A,15,8.684578308596436e-05
tackle,V,93,0.0003077797947233034
rule,N,820,0.001314918621020948
tool,N,777,0.0012309663773359305
vague,A,777,0.0012309663773359305
agriculture,N,57,0.00021702333845553676
comfortable,A,21,0.00010563192795609602
completely,R,34,0.0001524870721887634
destruction,N,431,0.0008309280408645828
expect,V,42,0.0001815371588966051
flawed,A,11,8.874159941003658e-05
land,N,128,0.000338776015422937
meat,N,21,0.00013244938782873398
ridiculous,A,17,0.00010477234898713882
satisfy,V,12,9.181182594807436e-05
slightly,R,21,0.00010563192795609602
vast,A,12,9.181182594807436e-05
willing,A,21,0.00010563192795609602
airline,N,80,0.00022471098765769934
alive,A,53,0.00017413859638971624
basic,N,5,6.927117630268782e-05
breathe,V,32,0.0001443389636472556
clean,A,78,0.0002657917754622727
coverage,N,68,0.0002316742122533306
driver,N,26,0.0001472248895424893
environmental,A,31,0.00013711253982348992
equivalent,N,6,6.749749201114987e-05
expectancy,N,32,0.0001221837777890129
hundred,N,110,0.0003591773229906071
mention,V,113,0.0003179379688499106
pay,V,136,0.0003493274293366009
petition,N,80,0.0002247109876576993
polluted,A,32,0.0001221837777890129
rein,V,80,0.0002247109876576993
road-blocks,N,12,9.066706717501236e-05
sheaf,N,12,9.066706717501236e-05
soil,N,71,0.00021098825216603643
sustain,V,16,9.523917025260257e-05
tail-backs,N,12,9.066706717501236e-05
tax,N,112,0.00032029659090724216
tech,N,2,6.055345548002127e-05
top-10,A,80,0.0002247109876576993
vat,N,80,0.0002247109876576993
airplane,N,12,8.77329093292699e-05
crash,V,415,0.0007551295824440425
decide,V,37,0.00015395141245740999
fantasy,N,12,8.77329093292699e-05
fly,V,80,0.00027862654640904065
forget,V,26,0.00012683081185538026
airport,N,10,0.0001005182816814272
flight,N,39,0.00021276855562661447
plot,V,10,0.0001005182816814272
shutdown,N,10,0.0001005182816814272
sob,V,10,0.0001005182816814272
alarm,N,10,9.347492251702389e-05
archaeological,A,10,9.347492251702389e-05
impact,N,105,0.00032127532201589517
may,V,126,0.00038242879797285026
shin,V,10,9.347492251702389e-05
site,N,101,0.0003276545137588018
sound,V,32,0.0001574269434381065
alarmist,N,12,0.0001375106282712357
bear,N,34,0.00022595073201696846
marginalized,A,12,0.0001375106282712357
over-population,N,12,0.0001375106282712357
bit,N,133,0.00034213444032120925
burn,V,21,0.00010588396816896641
influencers,N,21,0.00010588396816896641
wheel,N,21,0.00010588396816896641
yourselves,O,47,0.00016693042543611372
cooling,N,20,0.00010236612038911135
low-info,A,20,0.00010236612038911135
remember,V,169,0.00044849591926140016
alliance,N,19,0.00010465265154441777
mostly,R,25,0.0001283785626494518
online,A,30,0.00014525295446884642
program,N,19,0.00010465265154441778
pt,N,19,0.00010465265154441778
teaching-in,V,19,0.00010465265154441778
appeal,N,23,0.00012157808474820873
case,N,104,0.00035582959790831183
democracy,N,72,0.00021553188698773565
gain,V,25,0.00013373129465842624
